PhraseId,SentenceId,Phrase,Sentiment,Phrase(origin),Sentiment(predict),Difference(Phrase),Difference(Sentence)
109275,5786,about as humorous as,2,about as humorous as,2,0,1.4615384615384615
109277,5786,watching your favorite pet get buried alive,0,watching your favorite pet get buried alive,4,4,1.4615384615384615
109278,5786,your favorite pet get buried alive,1,your favorite pet get buried alive,4,3,1.4615384615384615
109279,5786,your favorite pet,2,your favorite pet,2,0,1.4615384615384615
109276,5786,about as humorous,1,about as humorous,2,1,1.4615384615384615
30614,1422,"entertaining , but forgettable",3,"entertaining , but forgettable",2,1,1.4545454545454546
127887,6879,is the most visually unappealing .,0,is the most visually unappealing .,3,3,1.4545454545454546
30612,1422,"would be entertaining , but forgettable",2,"would be entertaining , but forgettable",0,2,1.4545454545454546
30613,1422,"be entertaining , but forgettable",2,"be entertaining , but forgettable",3,1,1.4545454545454546
30611,1422,"would be entertaining , but forgettable .",2,"would be entertaining , but forgettable .",0,2,1.4545454545454546
127890,6879,visually unappealing,0,visually unappealing,2,2,1.4545454545454546
127889,6879,is the most,2,is the most,2,0,1.4545454545454546
127888,6879,is the most visually unappealing,1,is the most visually unappealing,3,2,1.4545454545454546
30616,1422,forgettable,0,forgettable,2,2,1.4545454545454546
127880,6879,"Of all the Halloween 's , this is the most visually unappealing .",0,"Of all the Halloween 's , this is the most visually unappealing .",3,3,1.4545454545454546
30615,1422,", but forgettable",1,", but forgettable",2,1,1.4545454545454546
127885,6879,", this is the most visually unappealing .",0,", this is the most visually unappealing .",3,3,1.4545454545454546
30610,1422,"High Crimes would be entertaining , but forgettable .",2,"High Crimes would be entertaining , but forgettable .",0,2,1.4545454545454546
127883,6879,the Halloween 's,2,the Halloween 's,2,0,1.4545454545454546
127882,6879,all the Halloween 's,2,all the Halloween 's,2,0,1.4545454545454546
127881,6879,Of all the Halloween 's,2,Of all the Halloween 's,2,0,1.4545454545454546
127884,6879,Halloween 's,2,Halloween 's,2,0,1.4545454545454546
127886,6879,this is the most visually unappealing .,0,this is the most visually unappealing .,3,3,1.4545454545454546
30607,1422,With lesser talents,1,With lesser talents,2,1,1.4545454545454546
30608,1422,lesser talents,1,lesser talents,2,1,1.4545454545454546
30606,1422,"With lesser talents , High Crimes would be entertaining , but forgettable .",2,"With lesser talents , High Crimes would be entertaining , but forgettable .",0,2,1.4545454545454546
30609,1422,", High Crimes would be entertaining , but forgettable .",1,", High Crimes would be entertaining , but forgettable .",0,1,1.4545454545454546
18000,784,beer,2,beer,2,0,1.4444444444444444
46107,2241,Unfaithful,2,Unfaithful,2,0,1.4444444444444444
85682,4431,Has all the scenic appeal of a cesspool .,0,Has all the scenic appeal of a cesspool .,3,3,1.4444444444444444
85683,4431,Has all the scenic appeal of a cesspool,0,Has all the scenic appeal of a cesspool,3,3,1.4444444444444444
18002,784,but they 're simply not funny performers,1,but they 're simply not funny performers,2,1,1.4444444444444444
18005,784,simply not funny performers,0,simply not funny performers,3,3,1.4444444444444444
85689,4431,a cesspool,1,a cesspool,2,1,1.4444444444444444
85690,4431,cesspool,0,cesspool,2,2,1.4444444444444444
46106,2241,in Unfaithful,2,in Unfaithful,2,0,1.4444444444444444
85684,4431,all the scenic appeal of a cesspool,0,all the scenic appeal of a cesspool,2,2,1.4444444444444444
17999,784,a beer,2,a beer,2,0,1.4444444444444444
46108,2241,whatsoever,2,whatsoever,2,0,1.4444444444444444
18001,784,with but they 're simply not funny performers,1,with but they 're simply not funny performers,3,2,1.4444444444444444
85686,4431,the scenic appeal,2,the scenic appeal,2,0,1.4444444444444444
85687,4431,scenic appeal,2,scenic appeal,2,0,1.4444444444444444
85688,4431,of a cesspool,0,of a cesspool,2,2,1.4444444444444444
17997,784,knock back,2,knock back,2,0,1.4444444444444444
17998,784,a beer with but they 're simply not funny performers,1,a beer with but they 're simply not funny performers,3,2,1.4444444444444444
85685,4431,all the scenic appeal,2,all the scenic appeal,2,0,1.4444444444444444
76315,3919,even less,2,even less,2,0,1.4444444444444444
76314,3919,even less surprises,1,even less surprises,2,1,1.4444444444444444
17996,784,knock back a beer with but they 're simply not funny performers,0,knock back a beer with but they 're simply not funny performers,3,3,1.4444444444444444
76313,3919,very few,2,very few,2,0,1.4444444444444444
18004,784,'re simply not funny performers,1,'re simply not funny performers,3,2,1.4444444444444444
76312,3919,very few laughs,2,very few laughs,2,0,1.4444444444444444
76311,3919,very few laughs and,2,very few laughs and,3,1,1.4444444444444444
76310,3919,very few laughs and even less surprises,0,very few laughs and even less surprises,3,3,1.4444444444444444
17991,784,These guys seem great to knock back a beer with but they 're simply not funny performers .,1,These guys seem great to knock back a beer with but they 're simply not funny performers .,3,2,1.4444444444444444
17992,784,seem great to knock back a beer with but they 're simply not funny performers .,1,seem great to knock back a beer with but they 're simply not funny performers .,3,2,1.4444444444444444
76309,3919,contains very few laughs and even less surprises,0,contains very few laughs and even less surprises,3,3,1.4444444444444444
76308,3919,contains very few laughs and even less surprises .,0,contains very few laughs and even less surprises .,3,3,1.4444444444444444
76307,3919,... contains very few laughs and even less surprises .,1,... contains very few laughs and even less surprises .,3,2,1.4444444444444444
46100,2241,There 's nothing interesting in Unfaithful whatsoever .,0,There 's nothing interesting in Unfaithful whatsoever .,3,3,1.4444444444444444
